smiles
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCc2ccc(OC)cc2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@H]2OC(=O)O[C@@]21C
CC[C@H]1OC(=O)[C@H](C)[C@@H](OC(=O)NCCc2ccccc2Cl)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@H]2OC(=O)O[C@@]21C
C[C@@H]([C@H](N)C(=O)N[C@H](C(=O)O)[C@H]1OC(n2cc(C=O)[nH]c2=O)[C@H](O)[C@@H]1O)[C@H](O)c1ccc(O)cn1
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](OC(=O)N(C)C)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@H](C=C(C)C)NC(=O)C(C)(C)C)[C@@H]4OC(=O)O[C@]4([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
COC1CC[C@@H]([C@H](C)O)OO1
Cc1cn(C[C@H]2C[C@H](NC(=O)C(N)CC(C)C)[C@@H](CO)O2)c(=O)[nH]c1=O
CCCCCNC(=O)O[C@H]1[C@H](C)O[C@@H](O[C@H]2[C@H](C)[C@@H](O[C@@H]3O[C@H](C)C[C@H](N(C)C)[C@H]3O)[C@@](C)(O)C[C@@H](C)CN(C)[C@H](C)[C@@H](O)[C@](C)(O)[C@@H](CC)OC(=O)[C@@H]2C)C[C@@]1(C)OC
C/C=C/C(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3ccccc3)[C@]34OC(=O)O[C@H]3[C@H](OC(=O)[C@H](O)[C@H](C=C(C)C)NC(=O)CCCCC)C(C)=C1C4(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
CC(=O)O[C@@]12CO[C@@H]1C[C@H](O)[C@@]1(C)C(=O)[C@H](ON(C)C)C3=C(C)[C@@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)C(C)(C)C)[C@@H]4OC(=O)O[C@]4([C@@H](OC(=O)c4ccccc4)[C@H]21)C3(C)C
CC(=O)Nc1nc(OCc2ccc(I)cc2)c2ncn(C3O[C@H](O)[C@@H](O)[C@H]3O)c2n1
O=C(c1ccc(N2CCOCC2)nc1)N1CCC(NS(=O)(=O)c2cc(S(=O)(=O)c3ccccc3)ccc2C(F)(F)F)CC1
O=S(=O)(O)OC[C@H]1OCC[C@@H](OCc2ccccc2)C1OS(=O)(=O)O
Nn1c(S)nnc1COc1ccc(Cl)cc1Cl
O=C(CCCCC(c1ccccc1)c1ccccc1)N1CCN(C/C=C/c2ccccc2)CC1
C[C@]12O[C@@H]3OC(=O)[C@H]1[C@H](C[C@@H]2O)[C@H]3CO
CC[C@H](COc1nc(N)c2ncn(C3O[C@H](CO)[C@@H](O)[C@H]3O)c2n1)c1ccccc1
NC(=O)CCC(NS(=O)(=O)c1ccc(Cl)c2ccccc12)C(N)=O
COc1ccc2[nH]n(CC3(C)NC(=O)NC3=O)c(=O)c2c1
NC(Cc1ns[nH]c1=O)C(=O)O
CO[C@H]1OCC(S[C@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2NC(C)=O)C[C@H]1O
CCCCCCCC(=O)N[C@H](C(=O)N[C@@H](CO)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](Cc2ccccc2)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
CCCCCCCC(=O)N[C@@H](CCN)C(=O)N[C@H](C(=O)N[C@@H](CCN)C(=O)N[C@H]1CCNC(=O)[C@H]([C@@H](C)O)NC(=O)[C@H](CCN)NC(=O)[C@H](CCN)NC(=O)[C@H](CC(C)C)NC(=O)[C@@H](C)NC(=O)[C@H](CCN)NC1=O)[C@@H](C)O
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OC)C[C@@H](C)/C(=N\OC/C=C/c2ccc(OC)cc2)[C@H](C)[C@@H](O)[C@]1(C)O
CCOC(=O)CN1C(=O)CC[C@H](NC(=O)[C@@H](N)Cc2c[nH]c3ccccc23)C1=O
O=[N+]([O-])c1cccc2ncccc12
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC(O)CN[C@H](C)Cc2ccc([N+](=O)[O-])cc2)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O
N#C[C@@H]1CSCN1C(=O)CN(N)C1CCN(CCCNC2CC2=O)CC1
Nc1ccn([C@@H]2O[C@H](COP(=O)(O)O)[C@H]3O[C@@H](Cc4ccccc4)O[C@H]32)c(=O)n1
CC(=O)N1C[C@H](O)C[C@H]1C(=O)NC(CCCN=C(N)N)C(=O)c1nccs1
CC[C@H]1OC(=O)[C@H](C)C(=O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(OCC(O)CNc2cnc3ccccc3c2)C[C@@H](C)NC(=O)[C@H](C)[C@@H](O)[C@]1(C)O
O=P(O)(O)OC1O[C@H](CO)[C@H](O)[C@H](O)[C@H]1O
[O-][n+]1onc2ccc(COc3ccc(/C=N/NC(=S)Nc4ccccc4)cc3)cc21
CC[C@H]1OC(=O)[C@H](C)[C@@H](O[C@H]2C[C@@](C)(OC)[C@@H](O)[C@H](C)O2)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)C[C@H](N(C)C)[C@H]2O)[C@](C)(O)C[C@@H](C)C(=O)[C@H](C)[C@@H](O)[C@]1(C)O
O=C(c1ccccc1)c1cccc(-n2ncc(=O)[nH]c2=O)c1
CC(=O)c1ccc(-n2ncc(=O)[nH]c2=O)cc1Cl
c1cc(CN2CCN(C[C@@H]3CCCN3)CC2)ccn1
Cc1cn(C2CC(O)C(CO)O2)c(=O)[nH]c1=O
Cc1nonc1S(N)(=O)=O
CC1(C)[C@H](C(=O)O)N2C(=O)[C@@H](Cc3cn(-c4ccccc4)nn3)[C@H]2S1(=O)=O
NS(=O)(=O)c1ccc(-c2c(S(=O)(=O)c3ccccc3)no[n+]2[O-])cc1
CCC(=O)O[C@H]1C(=O)[C@@]2(C)[C@H]([C@H](OC(=O)c3cccc(OC)c3)[C@]3(O)C[C@H](OC(=O)[C@H](O)[C@H](CC(C)C)NC(=O)C4CCCCC4)C(C)=C1C3(C)C)[C@]1(OC(C)=O)CO[C@@H]1C[C@@H]2O
NCc1c[nH]c2ccccc12
CC(=O)NC1C(O)CC(SC[C@@H](O)C2OC3OC(C)(C)OC3C2O)(C(=O)O)OC1[C@H](O)[C@H](O)CO
CNn1cc(C(=O)O)c(=O)c2cc(F)c(N3CCN(C)CC3)cc21
CCC1CCc2nc(N)nc(N)c2C1
O=c1ccc2ccccc2o1
C[C@]1(/C=C\C#N)[C@H](C(=O)O)N2C(=O)[C@@H](CO)[C@H]2S1(=O)=O
COc1ccc(S(=O)(=O)N2C[C@@H]3CCCN3C(=O)C[C@@H]2C(=O)NO)cc1
C=C1[C@@H](CC(N)=O)[C@H]1CCCCCCCCCCCC
Nc1ccccc1S(N)(=O)=O
CC12CCC(OC=O)CC1CCC1C2CCC2(C)[C@@H](C3=CC(=O)OC3)C(O)CC12O
COc1cc2nc(N3CCC(C(=O)N4CCOCC4)CC3)nc(N)c2cc1OC
O=C(C1CCCCN1)N1CCN(Cc2cccnc2)CC1
COC(=O)[C@@H](N)CNC(=O)Nc1ccc([N+](=O)[O-])cc1
CC(=O)/C=C/CC1C(=O)N2[C@@H](C(=O)O)C(C)(C)S(=O)(=O)[C@H]12
COC(=O)C1=CCCN(C)C1
COc1ccc(S(=O)(=O)N2CN(C)C(=O)C[C@@H]2C(=O)NO)cc1
COC(=O)c1ccc(N2C(N)=NC(N)=NC2(C)C)cc1
CCNC1CN(CCCOC)S(=O)(=O)c2sc(S(N)(=O)=O)cc21
CNC1C2CCC(C2)C1C
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCN)C(=O)O)cc1
NS(=O)(=O)c1ccc(CO)cc1
CC1=C(C(=O)O)N2C(=O)[C@@H](NC(=O)C(N)c3ccccc3)[C@H]2SC1
CNC1CC2CCC1C2
Fc1ccc2nc(N3CCNCC3)cnc2c1
COc1ccc(S(=O)(=O)N2CN(C(C)(C)C)C(=O)C[C@@H]2C(=O)NO)cc1
CNS(=O)(=O)c1cc(S(=O)(=O)NC)c2ccc(C)nc2c1O
CNS(=O)(=O)c1cc(S(=O)(=O)NC)c2ccc(C)nc2c1OC
CN[C@@H]1C(O)[C@@H](OC2[C@H](N)CC(N)[C@@H](O[C@H]3OC(CO)[C@@H](O)[C@H](O)C3NO)[C@@H]2O)OC[C@H]1O
CNC1CC2CCC1(C)C2(C)C
Nc1nc2c(ncn2CCCCCCP(=O)(O)CP(=O)(O)O)c(=O)[nH]1
Nc1nc2cccc(Cl)c2c(=O)[nH]1
Nc1cccnc1N1CCN(C(=O)c2cc3ccccc3[nH]2)CC1
COC(=O)N[C@@H](C(=O)N1CCC[C@H]1C(=O)NCC#Cc1c[nH]cn1)C(c1ccccc1)c1ccccc1
CCCCC/C=C/C/C=C\C/C=C\C/C=C\CCCC(=O)O
NC(CCC(=O)N1CSCC1C(=O)O)C(=O)O
CCCCCCCc1cc(O)cc(=O)o1
CCCc1cc2c(cc1O)CCO2
CN(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CN)C(=O)O)cc1
CCC(C)C1(CC)C(=O)NC(=O)NC1=O
CSc1nc2n[nH]c(C(N)=O)c2c(=O)[nH]1
Cc1ccc(S(=O)(=O)/N=C2/NC(=O)[C@]3(O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)S2)cc1
O=C(O)CC(=O)O
O=C1[C@@H](NS(=O)(=O)c2cc3c(Cl)nccc3s2)CCN1Cc1cc2ncccc2[nH]1
CN(C)c1ncnc2c1ncn2Cc1cccc(N)c1
CO[C@@H]1[C@@H](O)[C@@H](NC(=O)/C(C)=C\c2ccc(O[C@@H]3O[C@H](C(C)=O)[C@@H](O)[C@@H]3O)c(O)c2)[C@@H](O)[C@@H]2OCO[C@H]12
COc1cc2[nH]c(=O)[nH]c2cc1NS(=O)(=O)c1cccc(Cl)c1Cl
O=c1ncc(Oc2ccccc2)c[nH]1
CC(N)(CCCC(N)C(=O)O)C(=O)O
CCOC(=O)CN1C(=O)c2ccc(Br)cc2C1=O
COc1cc(OC)c(S(N)(=O)=O)c(OC)c1
Cn1c2ccccc2n2c(=O)c(-c3ccccc3)nnc12
CN(C)c1ncnc2c1ncn2Cc1ccc(O)cc1
CCOC(=O)C(=O)/C=C1\C=C(OC)CC(=O)O1
CNC1C(OC2C(OC3C(O)C(O)C(N=C(N)N)C(O)C3N=C(N)N)OC(C)C2(O)C=O)OC(CO)C(O)C1O
CCNC(=O)N1CCNCC1
Cc1c(C(=O)N2CCN(C3CC3)CC2)cnn1-c1nn2cccc2c(=O)[nH]1
CC(=N)NCCCC[C@H](N)C(=O)O
NC1=NCCc2ccccc21
OC[C@H]1CC[C@H]([C@@H](O)CO)O1
C(=C/c1ccc(-c2cccs2)s1)\c1ccccn1
Nc1ccc2c(c1)NC(=O)CN2
CS(=O)(=O)Nc1ccc(-c2cncnc2)c2cccnc12
COc1ccc(S(=O)(=O)N2CCN(C(C)C)C(=O)C[C@@H]2C(=O)NO)cc1
NCCCC[C@H](N)C(=O)O
O=C(NCCCn1cncn1)c1cccs1
COc1cccc(Oc2cnc(=O)[nH]c2)c1
CCCCCC1CC1CC1CC1CCCCCCCC(=O)O
Nc1nc2c(nc(N)n2COCCI)c(=O)[nH]1
ONCC12CC3CC(CC(C3)C1)C2
CC(=O)OCC1=C(C(=O)O)N2C(=O)/C(=C/C(C)(C)C)[C@H]2SC1
CC(N)(/C=C/CC(N)C(=O)O)C(=O)O
Cn1c(=O)c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2n(C)c1=O
C/C(=C/C(N)C(=O)O)CC(N)C(=O)O
COCC(=O)N1N=C(c2ccc(N)cc2)c2cc3c(cc2CC1C)OCO3
COc1cc2nc(N3CCN(C(C)=O)CC3)cc(N)c2cc1OC
C=C1CC(C)(CC)OC1=O
N#CN1CCC(CNS(=O)(=O)c2ccccc2)C1
NC(C(=O)N[C@@H]1C(=O)N2C(C(=O)O)=C(Cl)CS[C@H]12)c1ccccc1
CCCn1c(=O)[nH]c2nc(-c3ccc(S(=O)(=O)O)cc3)[nH]c2c1=O
Cc1c(C(=O)NCCC(=O)O)s/c(=N\C(=O)c2ccc(C(=N)N)cc2)n1Cc1ccccc1
CCCCCCCC/C=C\CCCCCCCC(=O)O
C=CCC1Oc2cccc(SC)c2-c2ccc3c(c21)C(C)=CC(C)(C)N3
O=c1[nH]cncc1Oc1ccc(F)cc1
CCCCCCCCCCCCCCCCOCC1(COC(=O)CCCCC[n+]2cccc3ccccc32)CSC1
CCOc1ccccc1-c1nc2cc(C(F)(F)F)ccc2[nH]1
NC1(C(=O)O)CCc2ccc(N(CCO)CCO)cc2C1
N[C@@]1(C(=O)O)CS[C@H]2[C@H](C(=O)O)[C@H]21
CCCCCC1CC1CC1CC1CC1CC1CC1CC1CCCC(=O)O
C[S+]([O-])c1ccc(C(=O)c2ccc3n2CCC3C(=O)O)cc1
CNC(=O)ON(C(C)=O)C(=O)NC
CCCCCCCCCCCC(=O)N[C@H]1CCOC1=O
N[C@@]1(C(=O)O)CC[C@H]2[C@H](C(=O)O)[C@H]21
CCOC(=O)c1cc2c3cc(N)ccc3[nH]c(=O)n2n1
CCCCCCCCC1CC1CCCCCCCC(=O)O
Cc1cn(C2CC(O)C(CC(=O)OCBr)O2)c(=O)[nH]c1=O
Cc1cn(C2CC(O)C(CNC(=O)c3cccc(S(=O)(=O)F)c3)O2)c(=O)[nH]c1=O
O=C1C[C@@H](c2ccc(O)cc2)Oc2cc3oc4cc(O)c(O)cc4c3c(O)c21
C[C@H](O)[C@H]1O[C@H](O[C@H]2[C@H](O[C@@H]3O[C@H](CN)[C@@H](O)[C@H]3O)[C@@H](O)[C@H](NC(=O)[C@@H](O)CCN)C[C@@H]2N)[C@H](N)[C@@H](O)[C@@H]1O
CN(C)/C=C\[N+](=O)[O-]
O=C1C[C@@H](c2ccc(O)cc2)Oc2c1c(O)cc1oc3cc(O)c(O)cc3c21
CCCCCCC[N+](CC)(CC)CCCCc1ccc(Cl)cc1
O=C1C[C@H]2O/C(=C\CO)[C@H](CO)N12
CN(C)[C@H]1[C@@H](O)[C@@H](O)[C@H](O[C@]23C=CC=C2c2c4ccc(c2Cl)[C@@H](O)COC(=O)C[C@H](N)c2cc(O)c(c(Cl)c2)O[C@H]43)OC1(C)C
CCCC1(C2=NCCN2)COc2ccccc2O1
CCCCCCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
CN(C)/N=N/c1[nH]cnc1C(N)=O
Nc1nc2c(ncn2[C@@H]2O[C@@H](CO)[C@@H](O)[C@H]2O)c(=O)[nH]1
Nc1ccn(C2CC(O)C(O)C(COP(=O)(O)O)O2)c(=O)n1
COc1ccccc1CCCN1CCC(COC(c2ccccc2)c2ccccc2)CC1
COc1ccc(C[C@H]2NC(=O)/C=C/C[C@@H](C(O)CCc3ccccc3)OC(=O)[C@H](CC(C)C)OC(=O)CCNC2=O)cc1
CC(=O)Oc1ccc2c(C)cc(=O)[nH]c2c1
NS(=O)(=O)c1cc2c(N=O)c(O)[nH]c2c2c1CCCC2
O=C1NC(c2ccc([N+](=O)[O-])cc2)Nc2ncccc21
OCCOC1(C2=NCCN2)COc2ccccc2O1
C[C@@H]1CC[C@H]2[C@@H](C)C(CC(O)(COC(=O)CCC(=O)O)CC3OC4O[C@]5(C)CC[C@H]6[C@H](C)CC[C@@H]([C@H]3C)C46OO5)OC3O[C@]4(C)CCC1C32OO4
COc1ccc(Cc2nc3ccccc3c3nc(N)nn23)cc1OC
COC(=O)CNP(=O)(OCC1OC(n2cc(C)c(=O)[nH]c2=O)CC1N=[N+]=[N-])Oc1ccccc1
O=P(O)(O)CN[C@@H](Cc1ccccc1)c1nnn[nH]1
CO[C@H]1C(=O)N2C(C(=O)O)=C(COC(C)=O)CS(=O)(=O)C12
COCC#CCC(NS(=O)(=O)c1ccc(NC(=O)N2CCOCC2)cc1)C(=O)O
CCCCCCN/N=C1\CCCC1CCCCCCC(=O)O
CCCC1CC(C(=O)NC(C(C)Cl)C2OC(SC)C(O)C(O)C2O)N(C)C1
CC(Cc1cnc2nc(N)nc(N)c2n1)c1ccc(C(=O)NC(CCC(=O)O)C(=O)O)cc1
c1cncc(O[C@@H]2CCNC2)c1
C[C@H](O)CNC(=O)c1c(O)c2ncc(Cc3ccc(F)cc3)cc2n(CC(=O)N(C)C)c1=O
Cc1cccc2nc(NC(C)C)oc(=O)c12
c1ccc2c(c1)cc1n2CCCNC1
CC(=O)N(C)CC#CCN1CCC(O)C1
CC(C)C(=O)C(O)(Cn1cnnc1)c1ccc(Cl)cc1Cl
CCC[C@@H]1Cc2cc(C)n(CC(=O)NCc3ccc(N)nc3C)c(=O)c2NC1=O
O=S(=O)(Cc1ccccc1)c1nc[nH]n1
CNCC(c1ccccc1)c1ccccc1
CC(c1cn2ncsc2n1)n1cc2[nH]cccc-2c1=O
CCS(=O)(=O)Nc1ccc(CCCCNCCc2c(-c3cc(C)cc(C)c3)[nH]c3ccccc23)cc1
Cc1ccc(C2CCCCN2)o1
Cc1ccc(C2C=CCCC2)c(O)c1O
NS(=O)(=O)c1ccc(NS(=O)(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2)cc1
Cc1nc(NC(=O)c2ccccc2)c(C)c(C)c1O
CC(=O)Nc1ccc(CCCCNCCc2c(-c3cc(C)cc(C)c3)[nH]c3ccccc23)cn1
CN(Cc1cc[nH]n1)C(=O)C1COc2ccccc2C1
O=C(O)C[C@H]1CCCN1
COc1cccc(C2=N[C@@H](C(=O)O)CS2)c1O
CC(=O)N(C)CC#CCN1CCC1
CCn1c(=O)c2nc(-c3cccc(S(=O)(=O)O)c3)[nH]c2n(CC)c1=O
Cc1ccc(C)n1Nc1ccc(N2CCC(O)CC2)nn1
CC(=O)Nc1ccn(COCCO)c(=O)n1
Cn1ccc(=O)n(C)c1=O
Cc1cc(-n2ncc(=O)[nH]c2=O)cc(C)c1S(=O)(=O)Cl
Oc1cccc2c1C1CCCCC1O2
NCCc1ccc(O)cc1
CN(C)c1ccc(-c2nc3c(=O)n(C)c(=O)n(C)c3[nH]2)cc1
Cc1cc(C)cc(-c2[nH]c3ccccc3c2CCNCCCCCc2ccncc2)c1
NC1CCn2ccnc2C1
NS(=O)(=O)Oc1ccc2ccc(=O)oc2c1
NC(=O)CSc1ccncc1S(N)(=O)=O
Nc1c2c(nc3ccccc13)CCCC2
Cc1cc(-n2ncc(=O)[nH]c2=O)ccc1S(=O)(=O)N1CCN(C=O)CC1
O=C(O)COc1cccc2c1CCC(CCCOC(c1ccccc1)c1ccccc1)C2
CCCN(CCC)CCc1cc(Cl)ccc1OCCCc1ccccc1
O=Cc1cnc2ccccc2c1
O=C1NC(=O)C(CC#Cc2ccc(Br)cc2)(S(=O)(=O)c2ccc(F)cc2)S1
O=c1c2c([nH]c3nc(NS(=O)(=O)c4ccc(Cl)cc4)nn13)CCC2
CCn1ccccc1=O
CN(C)c1noc(C2=CCCNC2)n1
CC(=O)c1ccccn1
CN(C)C(=O)N(C)C
Nc1nc(=O)n(C2OC(CO)C(Br)C2O)cc1F
COC(=O)Nc1nc2cc(NC(=O)c3ccc(C(=O)Nc4ccc5[nH]c(NC(=O)OC)nc5c4)cc3)ccc2[nH]1
Nc1ncnc2c1ncn2C1OC(CO)C(O)C1O
Cc1ccc(NS(=O)(=O)c2ccc(-n3ncc(=O)[nH]c3=O)cc2Cl)cc1Cl
O=NN(CCCl)C(=O)NC1CCC(=O)NC1=O
CC(=O)N1CCCC1=O
CN1CCCNC1=O
CCCCCCCCCCCCCCCCCCNC(=O)OCC1(COC(=O)CCCC[n+]2ccccc2)CCCC1
CCCCC/C=C\C/C=C\C/C=C\Cc1ccccc1CCCC(=O)O
O=NN(CCF)C(=O)NC1CCS(=O)(=O)CC1
CN/C(S)=N/S(=O)(=O)c1cc2c(cc1OC)OCCC2CNC(=O)c1cc(Cl)ccc1OC
CS(=O)(=O)Nc1ccc(CCNC[C@H](O)COc2ccc(O)cc2)cc1
CC1(C)CC1C(=O)N/C(=C\CCCCCNCP(=O)(O)O)C(=O)O
Cc1cc(=O)oc2ccccc12
CN1CCCN(C)C1=O
CN1CCCCCC1=O
NC(=O)N(CCCl)N=O
O=C(O)Cn1c(=O)c(=O)[nH]c2cc([N+](=O)[O-])c(-n3ccc(/C=N/OCc4ccccc4)c3)cc21
CCCCC/C=C\C/C=C\C(C)(C)/C=C\C/C=C\CCCC(=O)O
c1ccc2c(c1)[nH]c1ccncc12
O=C(CCCCc1ccccc1)NCCc1c[nH]cn1
NCc1ccc(F)cc1
O=NN(CCCl)C(=O)NC1CS(=O)(=O)CS(=O)(=O)C1
CN(C)[C@@H]1C(=O)C(C(N)=O)C(=O)[C@@]2(O)C(=O)C3C(=O)c4c(O)cccc4[C@](C)(O)C3C[C@@H]12
CS(=O)(=O)c1ccc(S(=O)(=O)Nc2cccc3c2CCCC3)cc1
NCc1ccn(-c2cc3c(cc2[N+](=O)[O-])[nH]c(=O)c(=O)n3CC(=O)O)c1
COC1OC(COC(C)=O)C(OC(C)=O)C(NC(=O)N(CCCl)N=O)C1OC(C)=O
NCc1ccccc1
COc1ccc2c(C)cc(=O)oc2c1
